dataset,species,datatype,ref_num,est_num,sp,tc
EMGT00050000000986,Drosophila,NT,28,50,0.8343719788800475,0.6421161825726142
EMGT00050000000986,Drosophila,NT,15,50,0.8355288590204882,0.6488865872604868
EMGT00050000000986,Drosophila,NT,31,50,0.9631918444674996,0.8866354654186167
EMGT00050000000986,Drosophila,NT,49,50,0.8772227053284956,0.7221358216692587
EMGT00050000000986,Drosophila,NT,33,50,0.8054607508532423,0.5746887966804979
EMGT00050000000986,Drosophila,NT,17,50,0.9644190246839254,0.90134994807892
EMGT00050000000986,Drosophila,NT,13,50,0.9328496634255796,0.8239583333333333
EMGT00050000000986,Drosophila,NT,37,50,0.9457502356408684,0.8622848200312989
EMGT00050000000986,Drosophila,NT,35,50,0.9694143919846695,0.8969445882962196
EMGT00050000000986,Drosophila,NT,11,50,0.9184845523566113,0.7744791666666667
EMGT00050000000986,Drosophila,NT,32,50,0.9385473185647052,0.8390625
EMGT00050000000986,Drosophila,NT,16,50,0.834040399529615,0.6416364577938892
EMGT00050000000986,Drosophila,NT,14,50,0.8346401630685454,0.6421161825726142
EMGT00050000000986,Drosophila,NT,29,50,0.8332242907274133,0.638616417139907
EMGT00050000000986,Drosophila,NT,9,50,0.834665356967451,0.6397932816537467
EMGT00050000000986,Drosophila,NT,48,50,0.9203922742925588,0.8028169014084507
EMGT00050000000986,Drosophila,NT,30,50,0.9180524524284365,0.8048654244306418
EMGT00050000000986,Drosophila,NT,34,50,0.9673849211726973,0.9044652128764278
EMGT00050000000986,Drosophila,NT,10,50,0.9314087518127047,0.8247529901196048
EMGT00050000000986,Drosophila,NT,12,50,0.9512702287315794,0.8837209302325582
EMGT00050000000986,Drosophila,NT,36,50,0.9101575946241226,0.766858337689493
EMGT00050000000986,Drosophila,NT,42,50,0.8342858843841162,0.6381001548786783
EMGT00050000000986,Drosophila,NT,3,50,0.8344435853208827,0.6396489416623645
EMGT00050000000986,Drosophila,NT,23,50,0.9246382876958029,0.8234064785788924
EMGT00050000000986,Drosophila,NT,1,50,0.9546424920319923,0.8717549325025961
EMGT00050000000986,Drosophila,NT,21,50,0.8367575143129771,0.6380462724935733
EMGT00050000000986,Drosophila,NT,38,50,0.8872929335290417,0.7395833333333334
EMGT00050000000986,Drosophila,NT,40,50,0.9103873002585988,0.7734170591313448
EMGT00050000000986,Drosophila,NT,44,50,0.8350162842228931,0.6421161825726142
EMGT00050000000986,Drosophila,NT,25,50,0.8342056741806935,0.638616417139907
EMGT00050000000986,Drosophila,NT,5,50,0.9302805527307532,0.8166666666666667
EMGT00050000000986,Drosophila,NT,18,50,0.8880046758385037,0.7408568443051202
EMGT00050000000986,Drosophila,NT,27,50,0.9556877412764935,0.8811007268951194
EMGT00050000000986,Drosophila,NT,7,50,0.800698793783345,0.5668559628291172
EMGT00050000000986,Drosophila,NT,46,50,0.9305198301130586,0.8177083333333334
EMGT00050000000986,Drosophila,NT,20,50,0.8343990720637658,0.6421543241843605
EMGT00050000000986,Drosophila,NT,41,50,0.9164184911928884,0.783359497645212
EMGT00050000000986,Drosophila,NT,39,50,0.8355402148361949,0.6421543241843605
EMGT00050000000986,Drosophila,NT,43,50,0.8340867186105989,0.6396489416623645
EMGT00050000000986,Drosophila,NT,22,50,0.7941647547725207,0.5354005167958656
EMGT00050000000986,Drosophila,NT,2,50,0.9097830339141163,0.758961038961039
EMGT00050000000986,Drosophila,NT,6,50,0.9171722619208126,0.781591263650546
EMGT00050000000986,Drosophila,NT,26,50,0.833997501933028,0.6396489416623645
EMGT00050000000986,Drosophila,NT,47,50,0.8344590573672935,0.6448115642746515
EMGT00050000000986,Drosophila,NT,45,50,0.964048897108575,0.8933957358294332
EMGT00050000000986,Drosophila,NT,19,50,0.8344837845879203,0.6391326794011358
EMGT00050000000986,Drosophila,NT,4,50,0.9118848151818154,0.7612635939927499
EMGT00050000000986,Drosophila,NT,24,50,0.9529933882800471,0.8825347758887172
