name,datatype,AIC,AICc,BIC
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+I+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+I+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+I+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+I+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
ENSGT00390000006243.Euteleostomi.001,AA,JTT+I+G4,JTT+G4,JTT+G4
